t[s]	U[V]	I[A]	Piro1[mA]	Piro2[mA]	Piro1[C]	Piro2[C]
45,640	4,432	6,162	6,577	5,387	1061,749	946,275
45,650	4,432	6,171	6,578	5,386	1061,770	946,232
45,660	4,435	6,166	6,578	5,386	1061,780	946,249
45,670	4,431	6,174	6,577	5,386	1061,748	946,242
45,680	4,425	6,158	6,577	5,386	1061,729	946,250
45,690	4,425	6,165	6,576	5,386	1061,689	946,213
45,700	4,428	6,171	6,577	5,387	1061,733	946,276
45,710	4,426	6,184	6,577	5,387	1061,713	946,277
45,720	4,429	6,180	6,578	5,386	1061,764	946,252
45,730	4,428	6,171	6,576	5,386	1061,707	946,222
45,740	4,428	6,161	6,578	5,386	1061,785	946,255
45,750	4,422	6,154	6,578	5,387	1061,765	946,268
45,760	4,426	6,159	6,577	5,387	1061,756	946,276
45,770	4,424	6,166	6,577	5,387	1061,762	946,274
45,780	4,429	6,171	6,577	5,387	1061,737	946,295
45,790	4,428	6,164	6,576	5,387	1061,679	946,297
45,800	4,429	6,152	6,576	5,387	1061,657	946,279
45,810	4,434	6,163	6,577	5,387	1061,710	946,267
45,820	4,431	6,157	6,577	5,387	1061,745	946,289
45,830	4,435	6,168	6,578	5,386	1061,801	946,243
45,840	4,434	6,162	6,577	5,387	1061,749	946,272
45,850	4,426	6,168	6,577	5,387	1061,714	946,288
45,860	4,432	6,171	6,577	5,386	1061,714	946,250
45,870	4,427	6,178	6,576	5,386	1061,703	946,243
45,880	4,429	6,166	6,577	5,386	1061,758	946,236
45,890	4,427	6,168	6,577	5,387	1061,752	946,286
45,900	4,429	6,173	6,578	5,387	1061,764	946,295
45,910	4,429	6,169	6,577	5,387	1061,729	946,274
45,920	4,424	6,165	6,577	5,386	1061,722	946,243
45,930	4,426	6,174	6,577	5,387	1061,727	946,295
45,940	4,426	6,177	6,576	5,388	1061,666	946,357
45,950	4,429	6,175	6,573	5,386	1061,527	946,248
45,960	4,432	6,170	6,578	5,388	1061,787	946,321
45,970	4,428	6,171	6,578	5,387	1061,779	946,264
45,980	4,427	6,173	6,577	5,386	1061,750	946,240
45,990	4,429	6,174	6,578	5,387	1061,766	946,279
46,000	4,427	6,158	6,577	5,386	1061,754	946,242
46,010	4,431	6,172	6,577	5,387	1061,730	946,276
46,020	4,433	6,158	6,579	5,386	1061,831	946,249
46,030	4,428	6,180	6,578	5,386	1061,805	946,246
46,040	4,432	6,161	6,578	5,386	1061,769	946,257
46,050	4,433	6,159	6,578	5,387	1061,765	946,267
46,060	4,434	6,149	6,578	5,387	1061,802	946,265
46,070	4,431	6,172	6,574	5,387	1061,584	946,275
46,080	4,437	6,170	6,573	5,387	1061,541	946,271
46,090	4,433	6,176	6,572	5,387	1061,458	946,262
46,100	4,425	6,166	6,572	5,387	1061,449	946,267
46,110	4,428	6,163	6,572	5,387	1061,480	946,265
46,120	4,426	6,148	6,575	5,386	1061,605	946,250
46,130	4,425	6,166	6,574	5,387	1061,579	946,307
46,140	4,428	6,167	6,573	5,386	1061,492	946,256
46,150	4,423	6,154	6,577	5,387	1061,715	946,307
46,160	4,429	6,156	6,577	5,386	1061,760	946,242
46,170	4,429	6,178	6,578	5,387	1061,787	946,266
46,180	4,433	6,174	6,578	5,386	1061,775	946,254
46,190	4,429	6,173	6,578	5,386	1061,805	946,215
46,200	4,427	6,163	6,573	5,386	1061,521	946,229
46,210	4,428	6,168	6,572	5,387	1061,480	946,271
46,220	4,429	6,169	6,574	5,387	1061,558	946,290
46,230	4,427	6,177	6,576	5,385	1061,683	946,183
46,240	4,430	6,163	6,576	5,386	1061,695	946,222
46,250	4,427	6,158	6,573	5,384	1061,501	946,138
46,260	4,430	6,176	6,574	5,386	1061,555	946,205
46,270	4,433	6,162	6,577	5,387	1061,741	946,287
46,280	4,428	6,158	6,573	5,387	1061,533	946,267
46,290	4,434	6,164	6,574	5,385	1061,548	946,182
46,300	4,429	6,155	6,574	5,386	1061,557	946,245
46,310	4,429	6,174	6,572	5,386	1061,475	946,207
46,320	4,429	6,171	6,576	5,384	1061,704	946,144
46,330	4,424	6,172	6,578	5,386	1061,778	946,250
46,340	4,424	6,167	6,577	5,386	1061,756	946,249
46,350	4,430	6,166	6,574	5,386	1061,543	946,253
46,360	4,429	6,159	6,572	5,385	1061,446	946,196
46,370	4,428	6,155	6,574	5,387	1061,597	946,278
46,380	4,436	6,156	6,572	5,386	1061,476	946,257
46,390	4,430	6,161	6,573	5,386	1061,533	946,237
46,400	4,428	6,173	6,573	5,387	1061,524	946,283
46,410	4,429	6,164	6,573	5,387	1061,496	946,284
46,420	4,428	6,162	6,577	5,387	1061,729	946,295
46,430	4,426	6,167	6,578	5,386	1061,791	946,219
46,440	4,427	6,160	6,578	5,386	1061,777	946,210
46,450	4,431	6,158	6,576	5,386	1061,699	946,245
46,460	4,429	6,173	6,577	5,386	1061,713	946,252
46,470	4,429	6,178	6,574	5,386	1061,546	946,235
46,480	4,428	6,165	6,572	5,386	1061,485	946,235
46,490	4,428	6,173	6,576	5,386	1061,657	946,255
46,500	4,431	6,162	6,577	5,387	1061,761	946,258
46,510	4,433	6,161	6,577	5,388	1061,750	946,315
46,520	4,431	6,161	6,578	5,387	1061,763	946,268
46,530	4,430	6,168	6,577	5,387	1061,734	946,272
46,540	4,426	6,166	6,578	5,386	1061,783	946,257
46,550	4,426	6,160	6,578	5,386	1061,771	946,251
46,560	4,427	6,163	6,577	5,387	1061,757	946,267
46,570	4,428	6,159	6,577	5,388	1061,734	946,313
46,580	4,428	6,159	6,578	5,388	1061,796	946,317
46,590	4,429	6,164	6,578	5,387	1061,785	946,297
46,600	4,429	6,161	6,578	5,387	1061,795	946,280
46,610	4,430	6,182	6,578	5,387	1061,790	946,274
46,620	4,428	6,164	6,578	5,387	1061,805	946,274
46,630	4,431	6,161	6,578	5,387	1061,775	946,304
46,640	4,425	6,163	6,576	5,387	1061,695	946,304
46,650	4,429	6,171	6,577	5,387	1061,725	946,276
46,660	4,427	6,162	6,578	5,387	1061,770	946,307
46,670	4,431	6,175	6,576	5,387	1061,683	946,258
46,680	4,431	6,166	6,574	5,386	1061,552	946,241
46,690	4,430	6,167	6,578	5,386	1061,770	946,247
46,700	4,432	6,161	6,577	5,387	1061,740	946,271
46,710	4,428	6,172	6,577	5,387	1061,734	946,287
46,720	4,432	6,156	6,577	5,386	1061,757	946,252
46,730	4,430	6,170	6,577	5,387	1061,724	946,277
46,740	4,431	6,158	6,577	5,386	1061,715	946,253
46,750	4,428	6,153	6,577	5,387	1061,718	946,266
46,760	4,429	6,158	6,576	5,387	1061,700	946,263
46,770	4,428	6,163	6,577	5,386	1061,712	946,242
46,780	4,429	6,156	6,577	5,387	1061,742	946,269
46,790	4,425	6,168	6,577	5,387	1061,738	946,281
46,800	4,426	6,164	6,578	5,387	1061,767	946,262
46,810	4,426	6,176	6,577	5,387	1061,728	946,292
46,820	4,427	6,163	6,577	5,386	1061,729	946,240
46,830	4,427	6,166	6,577	5,387	1061,750	946,274
46,840	4,429	6,164	6,578	5,388	1061,790	946,322
46,850	4,426	6,167	6,578	5,387	1061,791	946,288
46,860	4,425	6,164	6,578	5,387	1061,775	946,307
46,870	4,425	6,162	6,577	5,387	1061,762	946,279
46,880	4,431	6,157	6,577	5,387	1061,744	946,259
46,890	4,428	6,172	6,577	5,388	1061,718	946,322
46,900	4,428	6,153	6,576	5,386	1061,676	946,240
46,910	4,430	6,171	6,576	5,386	1061,675	946,227
46,920	4,429	6,161	6,577	5,387	1061,753	946,267
46,930	4,434	6,162	6,577	5,387	1061,755	946,287
46,940	4,431	6,152	6,578	5,387	1061,786	946,258
46,950	4,429	6,168	6,577	5,387	1061,735	946,275
46,960	4,429	6,164	6,576	5,386	1061,700	946,252
46,970	4,426	6,167	6,578	5,387	1061,774	946,299
46,980	4,426	6,154	6,577	5,387	1061,709	946,299
46,990	4,427	6,168	6,576	5,387	1061,700	946,303
47,000	4,429	6,156	6,577	5,386	1061,712	946,246
47,010	4,426	6,161	6,576	5,386	1061,699	946,239
47,020	4,427	6,157	6,576	5,386	1061,699	946,244
47,030	4,426	6,156	6,577	5,387	1061,742	946,275
47,040	4,428	6,153	6,578	5,386	1061,773	946,215
47,050	4,427	6,147	6,577	5,386	1061,748	946,212
47,060	4,428	6,148	6,577	5,387	1061,757	946,312
47,070	4,429	6,166	6,577	5,387	1061,723	946,292
47,080	4,427	6,152	6,577	5,387	1061,730	946,268
47,090	4,432	6,158	6,577	5,387	1061,752	946,269
47,100	4,426	6,155	6,577	5,387	1061,734	946,295
47,110	4,428	6,172	6,576	5,387	1061,706	946,285
47,120	4,431	6,161	6,577	5,387	1061,762	946,285
47,130	4,429	6,171	6,577	5,386	1061,730	946,249
47,140	4,425	6,163	6,577	5,387	1061,754	946,289
47,150	4,435	6,163	6,577	5,387	1061,741	946,269
47,160	4,427	6,159	6,578	5,386	1061,772	946,252
47,170	4,427	6,163	6,578	5,387	1061,789	946,258
47,180	4,432	6,163	6,578	5,386	1061,797	946,204
47,190	4,425	6,168	6,577	5,386	1061,762	946,207
47,200	4,425	6,167	6,577	5,387	1061,720	946,270
47,210	4,425	6,157	6,577	5,387	1061,718	946,284
47,220	4,429	6,175	6,576	5,387	1061,695	946,266
47,230	4,426	6,152	6,577	5,387	1061,749	946,275
47,240	4,425	6,156	6,577	5,387	1061,732	946,279
47,250	4,428	6,179	6,577	5,386	1061,754	946,252
47,260	4,425	6,167	6,577	5,387	1061,731	946,269
47,270	4,423	6,165	6,577	5,386	1061,762	946,251
47,280	4,428	6,147	6,577	5,388	1061,752	946,319
47,290	4,430	6,163	6,576	5,387	1061,700	946,304
47,300	4,432	6,163	6,574	5,387	1061,577	946,289
47,310	4,432	6,170	6,577	5,387	1061,735	946,272
47,320	4,422	6,154	6,577	5,388	1061,756	946,314
47,330	4,430	6,159	6,576	5,387	1061,701	946,266
47,340	4,425	6,169	6,578	5,387	1061,763	946,262
47,350	4,429	6,161	6,578	5,387	1061,804	946,300
47,360	4,434	6,166	6,577	5,387	1061,757	946,285
47,370	4,435	6,169	6,576	5,386	1061,677	946,229
47,380	4,431	6,157	6,573	5,386	1061,527	946,230
47,390	4,431	6,174	6,577	5,387	1061,723	946,301
47,400	4,426	6,168	6,571	5,387	1061,426	946,282
47,410	4,426	6,162	6,573	5,386	1061,524	946,236
47,420	4,426	6,163	6,576	5,386	1061,668	946,235
47,430	4,426	6,171	6,577	5,387	1061,716	946,260
47,440	4,425	6,163	6,577	5,387	1061,727	946,264
47,450	4,425	6,167	6,577	5,387	1061,749	946,272
47,460	4,426	6,157	6,576	5,386	1061,657	946,249
47,470	4,428	6,169	6,573	5,387	1061,516	946,282
47,480	4,431	6,147	6,576	5,387	1061,692	946,281
47,490	4,430	6,170	6,574	5,386	1061,559	946,228
47,500	4,429	6,152	6,575	5,386	1061,610	946,238
47,510	4,428	6,157	6,576	5,387	1061,701	946,267
47,520	4,429	6,160	6,577	5,385	1061,737	946,186
47,530	4,429	6,172	6,574	5,386	1061,594	946,242
47,540	4,428	6,168	6,574	5,387	1061,589	946,301
47,550	4,436	6,161	6,577	5,387	1061,726	946,302
47,560	4,427	6,154	6,577	5,386	1061,714	946,249
47,570	4,431	6,163	6,577	5,386	1061,727	946,253
47,580	4,429	6,158	6,577	5,387	1061,738	946,260
47,590	4,436	6,171	6,576	5,387	1061,694	946,281
47,600	4,432	6,159	6,576	5,387	1061,679	946,287
47,610	4,432	6,160	6,577	5,387	1061,747	946,259
47,620	4,423	6,153	6,577	5,386	1061,734	946,248
47,630	4,424	6,174	6,577	5,387	1061,709	946,275
47,640	4,423	6,162	6,576	5,387	1061,693	946,287
47,650	4,431	6,166	6,577	5,386	1061,723	946,205
47,660	4,428	6,152	6,577	5,387	1061,727	946,264
47,670	4,431	6,165	6,577	5,386	1061,721	946,248
47,680	4,429	6,172	6,577	5,386	1061,718	946,256
47,690	4,430	6,166	6,573	5,386	1061,504	946,232
47,700	4,422	6,165	6,572	5,387	1061,456	946,272
47,710	4,430	6,173	6,572	5,386	1061,455	946,254
47,720	4,429	6,149	6,572	5,387	1061,454	946,270
47,730	4,429	6,148	6,572	5,386	1061,436	946,253
47,740	4,436	6,159	6,572	5,387	1061,469	946,269
47,750	4,431	6,170	6,573	5,387	1061,493	946,279
47,760	4,430	6,153	6,575	5,387	1061,618	946,300
47,770	4,434	6,159	6,577	5,387	1061,716	946,280
47,780	4,427	6,165	6,577	5,387	1061,713	946,306
47,790	4,434	6,168	6,574	5,388	1061,576	946,317
47,800	4,431	6,160	6,577	5,387	1061,727	946,300
47,810	4,432	6,158	6,576	5,387	1061,683	946,276
47,820	4,429	6,163	6,576	5,388	1061,696	946,318
47,830	4,431	6,161	6,578	5,385	1061,809	946,155
47,840	4,421	6,154	6,578	5,387	1061,787	946,286
47,850	4,428	6,166	6,575	5,387	1061,650	946,273
47,860	4,425	6,171	6,575	5,386	1061,646	946,218
47,870	4,426	6,166	6,572	5,387	1061,478	946,309
47,880	4,424	6,149	6,572	5,387	1061,459	946,284
47,890	4,427	6,158	6,572	5,387	1061,441	946,307
47,900	4,429	6,163	6,571	5,387	1061,412	946,291
47,910	4,426	6,165	6,577	5,386	1061,722	946,241
47,920	4,430	6,153	6,576	5,387	1061,695	946,272
47,930	4,425	6,169	6,576	5,386	1061,707	946,228
47,940	4,424	6,159	6,576	5,386	1061,688	946,212
47,950	4,432	6,165	6,577	5,387	1061,708	946,304
47,960	4,431	6,164	6,576	5,386	1061,690	946,207
47,970	4,434	6,169	6,576	5,386	1061,672	946,210
47,980	4,431	6,153	6,576	5,387	1061,707	946,300
47,990	4,425	6,166	6,574	5,386	1061,545	946,245
48,000	4,427	6,157	6,574	5,387	1061,579	946,261
48,010	4,429	6,181	6,572	5,386	1061,463	946,241
48,020	4,434	6,158	6,572	5,387	1061,477	946,260
48,030	4,435	6,157	6,575	5,386	1061,623	946,250
48,040	4,428	6,155	6,574	5,387	1061,564	946,278
48,050	4,431	6,163	6,573	5,387	1061,490	946,266
48,060	4,429	6,155	6,575	5,386	1061,648	946,237
48,070	4,425	6,175	6,577	5,387	1061,727	946,293
48,080	4,426	6,164	6,574	5,386	1061,588	946,213
48,090	4,423	6,166	6,575	5,388	1061,628	946,321
48,100	4,422	6,155	6,575	5,387	1061,609	946,267
48,110	4,433	6,157	6,575	5,385	1061,626	946,185
48,120	4,424	6,163	6,578	5,387	1061,765	946,279
48,130	4,430	6,172	6,578	5,386	1061,780	946,220
48,140	4,428	6,156	6,577	5,385	1061,762	946,193
48,150	4,429	6,164	6,574	5,385	1061,577	946,193
48,160	4,425	6,151	6,572	5,387	1061,454	946,276
48,170	4,425	6,164	6,576	5,387	1061,653	946,300
48,180	4,419	6,148	6,575	5,387	1061,626	946,302
48,190	4,430	6,160	6,577	5,387	1061,726	946,280
48,200	4,430	6,166	6,577	5,387	1061,750	946,291
48,210	4,429	6,168	6,574	5,386	1061,572	946,204
48,220	4,427	6,166	6,572	5,385	1061,473	946,170
48,230	4,429	6,177	6,572	5,384	1061,457	946,097
48,240	4,425	6,168	6,572	5,387	1061,472	946,280
48,250	4,425	6,168	6,575	5,384	1061,602	946,118
48,260	4,427	6,156	6,572	5,387	1061,474	946,268
48,270	4,431	6,161	6,573	5,385	1061,488	946,197
48,280	4,425	6,160	6,574	5,386	1061,592	946,204
48,290	4,428	6,160	6,576	5,386	1061,682	946,226
48,300	4,424	6,150	6,576	5,387	1061,685	946,305
48,310	4,424	6,166	6,573	5,388	1061,508	946,317
48,320	4,429	6,150	6,574	5,387	1061,567	946,261
48,330	4,431	6,152	6,578	5,386	1061,763	946,223
48,340	4,429	6,150	6,577	5,386	1061,720	946,242
48,350	4,425	6,157	6,576	5,387	1061,701	946,281
48,360	4,420	6,156	6,576	5,388	1061,691	946,336
48,370	4,426	6,146	6,573	5,387	1061,505	946,280
48,380	4,423	6,159	6,573	5,387	1061,518	946,265
48,390	4,424	6,168	6,572	5,387	1061,464	946,295
48,400	4,425	6,159	6,573	5,387	1061,489	946,288
48,410	4,429	6,140	6,576	5,387	1061,681	946,281
48,420	4,425	6,149	6,576	5,386	1061,705	946,247
48,430	4,428	6,166	6,578	5,384	1061,774	946,127
48,440	4,430	6,162	6,577	5,386	1061,744	946,216
48,450	4,427	6,168	6,573	5,387	1061,508	946,283
48,460	4,425	6,164	6,576	5,382	1061,694	945,989
48,470	4,430	6,172	6,577	5,387	1061,747	946,274
48,480	4,428	6,163	6,578	5,390	1061,769	946,472
48,490	4,425	6,155	6,577	5,387	1061,727	946,308
48,500	4,428	6,159	6,577	5,387	1061,730	946,283
48,510	4,426	6,156	6,577	5,387	1061,718	946,271
48,520	4,421	6,159	6,577	5,387	1061,761	946,279
48,530	4,427	6,173	6,578	5,386	1061,774	946,255
48,540	4,429	6,150	6,578	5,387	1061,780	946,298
48,550	4,429	6,179	6,577	5,387	1061,761	946,259
48,560	4,421	6,159	6,578	5,387	1061,782	946,278
48,570	4,428	6,154	6,578	5,387	1061,768	946,281
48,580	4,424	6,159	6,577	5,387	1061,724	946,264
48,590	4,426	6,157	6,577	5,387	1061,729	946,270
48,600	4,426	6,151	6,574	5,386	1061,556	946,233
48,610	4,425	6,167	6,578	5,386	1061,790	946,239
48,620	4,428	6,163	6,578	5,387	1061,796	946,268
48,630	4,433	6,157	6,578	5,386	1061,789	946,217
48,640	4,428	6,156	6,577	5,387	1061,752	946,283
48,650	4,432	6,166	6,577	5,387	1061,725	946,285
48,660	4,435	6,157	6,576	5,386	1061,699	946,252
48,670	4,433	6,162	6,577	5,387	1061,761	946,285
48,680	4,428	6,154	6,577	5,386	1061,746	946,240
48,690	4,427	6,162	6,577	5,387	1061,754	946,291
48,700	4,428	6,156	6,575	5,386	1061,599	946,251
48,710	4,424	6,165	6,573	5,387	1061,518	946,302
48,720	4,427	6,153	6,572	5,387	1061,460	946,275
48,730	4,425	6,166	6,575	5,386	1061,637	946,246
48,740	4,423	6,153	6,578	5,387	1061,766	946,278
48,750	4,424	6,160	6,578	5,387	1061,771	946,260
48,760	4,425	6,155	6,578	5,387	1061,785	946,286
48,770	4,433	6,161	6,577	5,386	1061,762	946,257
48,780	4,429	6,167	6,576	5,386	1061,690	946,240
48,790	4,429	6,166	6,576	5,387	1061,695	946,286
48,800	4,427	6,153	6,578	5,387	1061,775	946,271
48,810	4,429	6,163	6,577	5,387	1061,729	946,270
48,820	4,426	6,157	6,578	5,387	1061,770	946,287
48,830	4,430	6,161	6,578	5,388	1061,780	946,321
48,840	4,431	6,153	6,578	5,386	1061,789	946,225
48,850	4,434	6,168	6,577	5,387	1061,758	946,263
48,860	4,434	6,153	6,577	5,386	1061,716	946,238
48,870	4,431	6,165	6,577	5,387	1061,736	946,285
48,880	4,435	6,150	6,577	5,387	1061,743	946,309
48,890	4,428	6,160	6,578	5,387	1061,787	946,281
48,900	4,430	6,158	6,578	5,386	1061,770	946,242
48,910	4,429	6,158	6,579	5,387	1061,828	946,294
48,920	4,426	6,163	6,577	5,387	1061,750	946,294
48,930	4,432	6,155	6,577	5,387	1061,740	946,310
48,940	4,429	6,143	6,578	5,386	1061,775	946,235
48,950	4,427	6,159	6,577	5,386	1061,756	946,255
48,960	4,428	6,157	6,578	5,386	1061,812	946,255
48,970	4,425	6,160	6,577	5,386	1061,762	946,217
48,980	4,429	6,148	6,578	5,386	1061,781	946,252
48,990	4,424	6,163	6,578	5,387	1061,779	946,266
49,000	4,425	6,156	6,577	5,386	1061,744	946,223
49,010	4,428	6,157	6,577	5,387	1061,743	946,288
49,020	4,431	6,153	6,577	5,387	1061,753	946,272
49,030	4,428	6,162	6,578	5,387	1061,779	946,280
49,040	4,424	6,158	6,577	5,387	1061,750	946,270
49,050	4,430	6,168	6,577	5,386	1061,759	946,255
49,060	4,435	6,151	6,578	5,387	1061,804	946,287
49,070	4,435	6,157	6,576	5,386	1061,697	946,254
49,080	4,436	6,152	6,575	5,387	1061,638	946,271
49,090	4,432	6,184	6,578	5,386	1061,779	946,209
49,100	4,426	6,172	6,573	5,387	1061,509	946,268
49,110	4,436	6,155	6,573	5,387	1061,489	946,278
49,120	4,430	6,165	6,572	5,387	1061,471	946,274
49,130	4,431	6,160	6,572	5,386	1061,442	946,247
49,140	4,428	6,149	6,572	5,386	1061,462	946,257
49,150	4,427	6,157	6,578	5,387	1061,764	946,296
49,160	4,431	6,164	6,577	5,386	1061,753	946,227
49,170	4,427	6,157	6,577	5,386	1061,728	946,205
49,180	4,425	6,157	6,577	5,385	1061,740	946,202
49,190	4,432	6,164	6,578	5,387	1061,804	946,268
49,200	4,431	6,149	6,578	5,387	1061,783	946,285
49,210	4,430	6,150	6,577	5,386	1061,750	946,245
49,220	4,430	6,163	6,576	5,386	1061,653	946,246
49,230	4,430	6,167	6,577	5,387	1061,710	946,302
49,240	4,428	6,159	6,577	5,388	1061,727	946,316
49,250	4,431	6,161	6,575	5,387	1061,652	946,280
49,260	4,428	6,172	6,576	5,387	1061,657	946,269
49,270	4,431	6,172	6,576	5,386	1061,705	946,228
49,280	4,434	6,159	6,575	5,387	1061,609	946,291
49,290	4,426	6,154	6,577	5,387	1061,762	946,276
49,300	4,433	6,147	6,578	5,387	1061,782	946,285
49,310	4,430	6,151	6,579	5,387	1061,829	946,309
49,320	4,433	6,159	6,576	5,387	1061,703	946,281
49,330	4,432	6,161	6,577	5,387	1061,758	946,275
49,340	4,430	6,163	6,578	5,387	1061,768	946,263
49,350	4,425	6,169	6,578	5,387	1061,809	946,276
49,360	4,427	6,150	6,577	5,387	1061,736	946,274
49,370	4,422	6,163	6,574	5,386	1061,588	946,254
49,380	4,424	6,163	6,576	5,386	1061,672	946,256
49,390	4,429	6,160	6,573	5,387	1061,504	946,306
49,400	4,428	6,154	6,572	5,387	1061,452	946,265
49,410	4,430	6,162	6,572	5,387	1061,487	946,301
49,420	4,431	6,153	6,573	5,386	1061,488	946,256
49,430	4,432	6,156	6,573	5,387	1061,530	946,268
49,440	4,431	6,148	6,573	5,387	1061,514	946,295
49,450	4,425	6,170	6,576	5,386	1061,698	946,249
49,460	4,428	6,143	6,575	5,386	1061,620	946,255
49,470	4,430	6,155	6,577	5,387	1061,741	946,280
49,480	4,434	6,167	6,577	5,387	1061,749	946,271
49,490	4,432	6,172	6,578	5,387	1061,814	946,279
49,500	4,437	6,162	6,578	5,386	1061,788	946,224
49,510	4,425	6,155	6,578	5,386	1061,766	946,237
49,520	4,430	6,169	6,577	5,387	1061,747	946,258
49,530	4,433	6,157	6,577	5,387	1061,758	946,284
49,540	4,431	6,163	6,576	5,386	1061,673	946,249
49,550	4,428	6,173	6,575	5,386	1061,635	946,245
49,560	4,428	6,156	6,574	5,385	1061,589	946,160
49,570	4,425	6,155	6,577	5,386	1061,744	946,251
49,580	4,422	6,145	6,577	5,387	1061,743	946,301
49,590	4,428	6,162	6,578	5,387	1061,783	946,307
49,600	4,432	6,165	6,577	5,386	1061,748	946,245
49,610	4,429	6,162	6,579	5,386	1061,820	946,238
49,620	4,431	6,150	6,578	5,386	1061,816	946,241
49,630	4,430	6,152	6,575	5,387	1061,645	946,266
49,640	4,428	6,160	6,576	5,387	1061,665	946,299
49,650	4,427	6,162	6,577	5,386	1061,709	946,255
49,660	4,428	6,161	6,574	5,388	1061,555	946,314
49,670	4,424	6,168	6,573	5,387	1061,505	946,271
49,680	4,430	6,150	6,572	5,386	1061,467	946,219
49,690	4,426	6,164	6,572	5,387	1061,448	946,291
49,700	4,432	6,157	6,574	5,385	1061,575	946,176
49,710	4,429	6,165	6,576	5,387	1061,664	946,262
49,720	4,433	6,149	6,572	5,386	1061,475	946,204
49,730	4,431	6,155	6,576	5,386	1061,660	946,249
49,740	4,434	6,157	6,578	5,386	1061,796	946,238
49,750	4,426	6,161	6,577	5,386	1061,708	946,252
49,760	4,432	6,148	6,572	5,385	1061,475	946,185
49,770	4,431	6,158	6,572	5,384	1061,473	946,143
49,780	4,430	6,146	6,573	5,385	1061,489	946,152
49,790	4,425	6,161	6,573	5,386	1061,539	946,216
49,800	4,429	6,163	6,574	5,385	1061,555	946,194
49,810	4,430	6,153	6,573	5,382	1061,520	946,018
49,820	4,430	6,154	6,577	5,384	1061,710	946,145
49,830	4,429	6,158	6,576	5,381	1061,700	945,963
49,840	4,427	6,149	6,573	5,383	1061,494	946,080
49,850	4,425	6,156	6,572	5,384	1061,444	946,098
49,860	4,429	6,162	6,571	5,386	1061,400	946,203
49,870	4,426	6,155	6,572	5,382	1061,486	946,016
49,880	4,436	6,165	6,574	5,386	1061,567	946,231
49,890	4,428	6,163	6,572	5,382	1061,464	946,032
49,900	4,433	6,147	6,576	5,384	1061,677	946,096
49,910	4,427	6,158	6,577	5,384	1061,730	946,107
49,920	4,435	6,159	6,576	5,382	1061,680	946,006
49,930	4,423	6,165	6,572	5,382	1061,456	945,996
49,940	4,430	6,149	6,573	5,383	1061,501	946,076
49,950	4,434	6,156	6,572	5,383	1061,466	946,046
49,960	4,436	6,148	6,572	5,383	1061,487	946,080
49,970	4,433	6,157	6,572	5,380	1061,453	945,925
49,980	4,435	6,161	6,572	5,381	1061,472	945,968
49,990	4,425	6,147	6,572	5,383	1061,465	946,052
50,000	4,428	6,156	6,573	5,380	1061,541	945,918
50,010	4,425	6,160	6,573	5,381	1061,501	945,956
50,020	4,429	6,159	6,572	5,382	1061,442	946,022
50,030	4,424	6,151	6,571	5,383	1061,430	946,041
50,040	4,429	6,152	6,572	5,381	1061,467	945,950
50,050	4,426	6,160	6,572	5,381	1061,441	945,942
50,060	4,429	6,142	6,572	5,381	1061,452	945,938
50,070	4,427	6,161	6,573	5,383	1061,491	946,054
50,080	4,433	6,158	6,572	5,381	1061,454	945,976
50,090	4,427	6,157	6,572	5,380	1061,444	945,913
50,100	4,429	6,160	6,568	5,380	1061,266	945,905
50,110	4,428	6,170	6,568	5,381	1061,220	945,977
50,120	4,434	6,157	6,567	5,380	1061,209	945,917
50,130	4,425	6,154	6,572	5,380	1061,438	945,921
50,140	4,432	6,151	6,569	5,380	1061,280	945,899
50,150	4,430	6,155	6,570	5,381	1061,337	945,929
50,160	4,433	6,153	6,570	5,381	1061,360	945,947
50,170	4,428	6,165	6,570	5,380	1061,344	945,916
50,180	4,436	6,149	6,570	5,379	1061,327	945,856
50,190	4,428	6,156	6,567	5,380	1061,206	945,907
50,200	4,434	6,151	6,569	5,381	1061,273	945,937
50,210	4,429	6,156	6,568	5,381	1061,236	945,946
50,220	4,431	6,144	6,566	5,381	1061,116	945,928
50,230	4,423	6,144	6,567	5,380	1061,178	945,918
50,240	4,426	6,156	6,566	5,382	1061,135	945,992
50,250	4,430	6,170	6,566	5,381	1061,122	945,962
50,260	4,432	6,148	6,567	5,380	1061,169	945,913
50,270	4,429	6,136	6,567	5,381	1061,169	945,941
50,280	4,435	6,152	6,566	5,381	1061,154	945,939
50,290	4,425	6,159	6,567	5,380	1061,175	945,887
50,300	4,433	6,149	6,566	5,380	1061,130	945,902
50,310	4,428	6,161	6,569	5,381	1061,288	945,954
50,320	4,429	6,143	6,568	5,381	1061,266	945,938
50,330	4,432	6,155	6,567	5,381	1061,187	945,934
50,340	4,429	6,167	6,567	5,380	1061,188	945,901
50,350	4,428	6,161	6,567	5,380	1061,195	945,888
50,360	4,436	6,150	6,570	5,381	1061,323	945,982
50,370	4,429	6,156	6,573	5,381	1061,500	945,970
50,380	4,430	6,153	6,569	5,380	1061,287	945,902
50,390	4,432	6,164	6,567	5,380	1061,202	945,925
50,400	4,430	6,152	6,567	5,380	1061,193	945,913
50,410	4,436	6,157	6,567	5,380	1061,184	945,890
50,420	4,432	6,158	6,567	5,381	1061,200	945,945
50,430	4,429	6,163	6,567	5,381	1061,184	945,977
50,440	4,426	6,155	6,567	5,380	1061,188	945,922
